sentence;label
Some reports have indicated that the present ACARS system looses on average 6% of the transmissions.;0
All 10 measurements should be within 20 % of the average value.;1
The three documents are the project’s response to the science 1s encapsulated in the Science 1s Document (SRD) (RD3) and the Operations Plan (OPSPlan) (RD4).;0
This value may be reduced to ±6 dB when further information on the potential radiation characteristic of the EUT is available.;0
It contains the activity objective, the applicable documents, the references to the relevant test specification and the test facility configuration, the participants required, the list of configured items under test and tools and the step?by?step activities.;0
The gravitational wave signal from the Galactic disk population of binaries containing two compact objects”.;0
The same time separation is applied in the case of a “light” aircraft taking-off behind a “medium” aircraft.;0
The background light shall be measured within 100 ?s after ground echo.;1
When unauthenticated pairing has occurred and the link is currently encrypted, the error code “Insufficient Authentication” indicates that MITM protection is required.;1
The RJF may be part of the design justification file (DJF) (as defined in ECSS?E?ST?10 Annex K).;0
If the measured adjacent channel power is greater than –50 dBm then the NRACLR shall be higher than the value specified in Table 6.5.2.4.1-2.;1
The ”expression” part contains terminal and non-terminal symbols.;0
The IFPS distributed the original FPL (FPL-WZZ178-IS –A320/M-SRWY/C –LWSK0930 - N0420F350 XEROX UL761 MINIM UG912 LOTAR DCT FR1 DCT FR2 DCT FR3 DCT FR5 DCT FR6 DCT FR 7 DCT FR8 DCT GOKAN UP118 MILAR UG782 LOMAG –EDDM0220) to ATS A, ATS B and ATS C.;undecidable
The airspace infrastructure in the United Kingdom (UK) is based on near obsolete ground navigational aids, such as VOR’s (VHF Omnidirectional Range).;0
Tests were performed using a ’GEC GPS builder card’ to examine the processing gain loss caused by a carrier wave interferer tuned to a significant spectral line of a CA code.;0
The tester’s polling interval is fixed and defined by the LMP_test_control PDU.;1
If the attribute value has a fixed length that is less than or equal to (ATT_MTU - 1) octets in length, then an Error Response may be sent with the error code «Attribute Not Long».;0
For enabling the Host to detect errors on the HCI-Transport Layer, there needs to be a timeout between the transmission of the Host’s command and the reception of the Controller’s response (e.g. a Command Complete or Command Status event).;0
The final properties vary with the reactants’ age and storage condition.;0
Exception is if each side of the sub-block gap, where the minimum 1 within sub-block gaps shall be -15dBm/1MHz.;1
Reference NSTS–2100–IDD–ISS, TABLES 4.1.1.3.2.1–1, 4.1.1.3.2.2.1–1, and 4.1.1.3.2.2.2–1.;0
Weld rework does not include the correction of dimensional deficiencies by weld buildup or “buttering” of parts in areas where the design did not provide for a welded joint.;0
The detailed description as well as notional diagrams of each segment can be found in RTCA DO–304 (Ref.;0
It is important to take the right value of the Cell junction capacitance due to its non-linearity (estimation of the capacitance for voltage values between 0 and Vnominal, see Figure E?6).;0
The radiometric accuracy 1s of 3MI’ channels have been estimated in the “CLOUDS” study.;0
The low energy X-ray flux must be suppressed to prevent saturisation and preventing the detectors’ ability to handle individual photons.;1
The AR?MSDS shall provide the needed storage conditions for the propulsion system.;1
Initial 1s engineering activity took place over a three-month period between August and November 2017, with outcomes continuing to be refined and augmented as our appreciation of DAFNI’s scope and complexity evolves.;0
After the creation of the trip, in the database of the system the profiles of the group members are analysed in order to match their preferences thus, allowing the My-TRAC app to recommend trip modes and activities for the group’s upcoming trip that meet all member’s preferences.;1
In reference to an active cable, the temperature of a plug’s over - mold.;undecidable
Failure Rate – In reliability analysis, the failure rate is typically expressed as number of failures per hour.;0
Dreher, Marion: „Konstruktive und analytische Methoden zur Qualitätssicherung von Anforderungen in der Softwareentwicklung“.;undecidable
The setup and hold times shall be derived from the IC vendor’s specification or module usage criteria.;1
ISO 11064?2:2000 Ergonomic design of control centres ? Part 2: Principles for the arrangement of control suites.;0
The Worktop has no ‘Dustbin’ or any other mechanism for representing and handling file data by direct manipulation.;0
The data structure of the new data source must be described – either in a xml file or as headers of columns in a csv file.;1
Maintain this reduced pressure of 25.0 mm kPa or ±.03 inch of Hg).;1
Have the ability to detect EMRIs around MBHs with masses of a few times 105 ?? = 3 (for maximally spinning MBHs, and EMRIs on prograde orbits) with the SNR larger than 20.;1
DECT™, PLUGTESTS™, UMTS™ and the ETSI logo are trademarks of ETSI registered for the benefit of its Members.;0
Component families not covered in Table 6?1 shall be subject to special procedures to be defined by the program.;1
If the user hasn’t selected a default or current airport, the first step is that the application asks the user which Airport should be used.;1
The new orbit after the second burn should be Sun-pointing with a = 42275.96 km, e = Perform third burn at new apogee to raise perigee to GEO+250 km (?V= 4.52 m/sec and e = 0.000362).;0
For other signal sources, particularly at lower frequencies, the external amplitude modulation (AM) port needs to be driven to a minimum of 99 % depth of modulation (equivalent to 40 dB on/off ratio) to simulate pulse modulation.;0
It shall be possible for the crew to ascertain and monitor in “real time” the status of emergency, warning and caution parameters of non?crewed systems or elements prior to docking with crewed systems.;1
The scattering polarization of the 8498 Å line, the weakest of the triplet, has contributions from the atomic polarization in its upper and lower levels.;0
The TSPE is used as a basis for writing the relevant test procedures (as defined in Annex C of ECSS?E?ST?10?03) and test report (as defined in Annex C of ECSS? E?ST?10?02).;0
The FMECAs shall be prepared and distributed within the contractor’s organization in time for the decisions and uses they are intended to support.;1
Connector savers shall be used during testing of equipment to minimize number of mating and de-mating cycles.;1
In the chromosphere the dynamics change from gas-pressure driving to magnetic-force driving, radiation transport changes from optically thick to optically thin, the gas state changes from neutral to ionised and from local thermodynamic equilibrium (LTE) to non-equilibrium conditions, and the MHD approximation is not suffcient to fully describe its physics.;0
The task flows provide a “story” for the process being diagrammed.;0
The term “all flight phases” is defined as the following flight phases: pre- launch, ascent, onorbit free-flight, docked operations, deorbit/entry, landing, and post-landing.;0
RetryIframes[i] < or ? MaxTransmit—Compare the appropriate counter in RetryIframes after processing the ReqSeq in the receive frame to determine if it has reached MaxTransmit or not.;0
Development testing should demonstrate that the battery produces acceptable capacity and voltage under worst-case loads following charge cycling at 100% depth of discharge for operational 1s, for the maximum number of cycles expected of the battery over life.;1
For inter-band carrier aggregation, with or without MIMO, OTA TAE shall not exceed 3.025 µs.;1
Technical reviews of program progress shall be event driven and conducted when the system under development meets the review “Acceptance Criteria” as documented in the SEP.;1
Technical reviews shall include participation by subject matter experts who are independent of the program (i.e., peer review), unless specifically waived by the SEP approval authority as documented in the SEP and in agreement with the program IMP and IMS, subject to coordination with the contracting agency.;1
There is an indication that such quiet Sun ?brils can e?ectively suppress the dominant 3-minute oscillatory power in the chromosphere.;undecidable
Results of these tests shall be used to determine survival and performance margins, to generate the part’s response database that is needed to support analyses at the circuit and box level, and to generate accept or reject criteria used for HA testing.;1
For DC loads less than 0.5 kW, the filter capacitance shall not exceed 0.03 µF.;1
The present document includes information applicable to network operators, service providers, server – (U)SIM – and database manufacturers.;0
GSM® and the GSM logo are trademarks registered and owned by the GSM Association.;0
Verify that the data recording device indicates a level within ±3 dB of the injected level.;1
Pulse modulation at a 1 kHz rate, 50% duty cycle, (alternately termed 1 kHz square wave modulation) is specified for several reasons.;0
Mart´?nez-Sykora, J., De Pontieu, B., Hansteen, V. H., et al.;0
Microwave imager data greatly enhances the National Meteorological Services’ (NMS) ability to initialise global and regional NWP models with realistic estimations of clouds and precipitation which although are fundamental to the prediction of weather conditions, are currently not well assimilated into NWP models as data of this type is still relatively new compared to clear air temperature and humidity soundings.;0
For comparability and consistency purposes, capex information for year N will be automatically reported from Table B.3:”Reconciliation of fixed asset values” for items B38-B41.;0
The aircraft-to-aircraft context encounters identify aircraft that might conflict were either aircraft cleared to – or through – the level of the other, thereby constituting an implicit “what-if?” probe.;0
Regarding “Project Environment – MDA Project Team”.;0
PCCN/PLISN is recorded for an item, then a Type “l” error is displayed.;0
Cependant on sait que la puissance des signaux nuisibles peut considérablement varier.;undecidable
Maintaining this derating margin reduces the occurrence of stress-related failures and helps ensure the part’s reliability.;0
The performance is measured by the required SNR at UCI block error probability not exceeding 1%.;0
The FCA for a complex configuration item shall be conducted on a progressive basis, when so specified by the contracting agency, throughout the configuration item’s development and culminates at the completion of the qualification testing of the configuration item with a review of all discrepancies at the final FCA.;1
The sequence must be prefixed with “Auto-Type” and length of one line.;1
The Satellite Application Facilities (SAFs) use specialised expertise in Member States, to complement the production of Level 2 product(s) at EUMETSAT’s HQ.;0
The phase angle between the two quadrature carriers shall be (90 ±5)?.;1
When relays are parallelled for redundancy, in order to increase the system’s reliability, the sum of the parallelled currents shall not exceed the contact current rating.;1
The workpiece shall be placed in a clean, controlled oven and baked for 15 minutes at 125 ºC and then finally cured for 50 hours at 100 ºC or 100 hours at 80 ºC.;1
Controls over work performed at field locations shall be planned and executed with the same level of discipline as work performed at the representatives’ home location.;1
The aging factors (deltas) that are incorporated in parameter end-of-life values shall be consistent with the aging factors called out in each element’s corresponding section.;1
Design Life – Starting at launch, design life is the desired operating time duration for the vehicle.;0
For corrosion effects (control and prevention), the 1s in ECSS? E?ST?32 shall apply.;1
UES-X -Term used in the UES Upgrade Stakeholders Needs Assessment Report to designate the “To Be” USAEDC -U.S.;0
The AR?MSDS shall provide the recommended protective clothes and equipment to operate the propulsion system.;1
This program focusses on their spatial structure at the highest resolution and dynamics on timescales of ?30 s or longer.;0
Execution of ‘Next’ button on the ‘Initial Budget’ interface shall navigate the user to this: ‘Final Budget’ interface.;1
The acoustic MPE is expressed as a 1/3-octave-band pressure spectrum in dB (Reference 20 µPa) for center frequencies spanning 31 to 10,000 Hz.;0
The software configuration management system shall allow any reference version to be re-generated from backups.;1
"Key sources for ground-based validation data will be KIT’s well established LST validation sites (Figure 7) in Evora (Portugal), Dahra (Senegal, subtropics), Gobabeb (Namibia, Namib desert) and at farms RMZ/Heimat (Namibia, Kalahari); according to the [RD-5] specifications, these are - for the solid land surface - currently the only available class A2 ground based validation stations worldwide.";undecidable
The term ?T is the proposed test temperature range (in degrees C).;0
DECT™, PLUGTESTS™, UMTS™ and the ETSI logo are trademarks of ETSI registered for the benefit of its Members.;0
Execution of this tab shall call for/connect to user’s default PDF reader.;1
One of the Data Entities in the “Market” Information Group.;0
Verifying the originator’s certificate is the core function of PKI.;0
The performance 1 of PRACH for preamble detection is determined by the two parameters: total probability by the required SNR at probability of detection, Pd of 99%.;0
This IE shall be present if the Handover Type IE is set to the value “LTEtoUTRAN “ or “LTEtoGERAN”.;1
The Administrator clicks the “Initialize Term” button.;1
Initialization of shut-down and start-up sequences shall be restricted to designated operators and engineers.;1
"Bi-dimensional spectra to determine velocity oscillations at di?erent heights from photosphere to chromosphere; phase speed of waves to determine their direction of propagation and heights of re?ection.";undecidable
This standard specifies the 1s, also known as “relifing 1s”, for the planned, intentional storage, control, and removal from storage of electronic, electrical and electromechanical parts which are intended to be used for space applications.;0
These performance improvements can potentially lead to substantial fuel and emission savings thus reducing the airport’s impact on the environment.;0
If less than 1% of the lot fails during any of the 5 runs, the lot may be accepted.;1
The lack of intensity in the umbra and the strong photospheric field make this project particularly challenging and well suited for the polarimetric capabilities of EST.;0
The traveller selects the best application, the level of understanding of My-TRAC’s algorithms increases, leading to better recommendations and choices predictions.;0
The TRR shall occur after the test procedures for verifying the EI 1s are prepared and a successful dry run of the test procedures has occurred, and before any formal “run for the record” begins.;1
This feature bit shall only be set if the “Enhanced Data Rate ACL 2 Mb/s mode” feature bit is set.;1
In version 1.1, Fragmentation and Recombination was referred to as “Segmentation and Reassembly“.;0
If the client has an insufficient encryption key size to read the requested attribute then an Error Response shall be sent with the error code «Insufficient Encryption Key Size».;1
Full measurement performance shall be achieved for all HLOS wind components in the range ± 100 m/s.;1
If the client has insufficient security to read the requested attribute then an Error Response shall be sent with the error code «Insufficient Authentication».;1
The VII channels with wavelength < 3 ?m shall be insensitive to polarisation.;1
At a minimum for the “during test” measurements, an optical transmittance measurement shall be performed towards the end of each high temperature and low temperature soak period (also referred to as the “maintain step”) or as specified in the individual component military specification.;1
Les deux premiers chapitres traitent de la forme de l' IHM, de son architecture et de ses éléments de base qui peuvent être associés de sorte à constituer la fonctionnalité souhaitée.;undecidable
Have the ability to detect the inspiral from nearly equal mass Intermediate Mass Black Hole Binaries precision of 30 %, which requires a total accumulated SNR of at least 20.;1
The review of records to determine the records’ current condition and potential need for preservation processing.;1
For steady-state load applications, it is recommended that the battery meet minimum load voltage 1s at worst-case high currents, plus 10% current margin, and maximum load voltage 1s at worst-case low currents, minus 10% current margin.;0
Study oscillations of velocity and magnetic field in sunspots at several positions across the disc to determine if they are caused by Alfv´en waves.;0
Examples might include paper studies of a technology’s basic properties.;0
Furthermore, both the EUROCONTROL Route Charges Principles (Section 2 ”Accounting Principles – General”) and the Service Provision Regulation (Article 12) require that ANSPs produce consolidated accounts for non-air navigation services, as they would be required to do if the services were provided by separate undertakings.;0
The EVM measurement interval is reduced by any symbols that contains an allowable power transient in the measurement interval as as defined in clause 6.3.3.;0
Exception is if adjacent sub-blocks on each side of the sub-block gap, where the minimum 1 within sub-block gaps shall be -15dBm/MHz (for MSR BS supporting multi-band operation, either this limit or -16dBm/100kHz with correspondingly adjusted f_offset shall apply for this frequency offset range for operating bands <1GHz).;undecidable
A “middle-out” approach was adopted to identify high-level 1s applicable to L–DACS.;0
If the contract lays out a strict “waterfall” sequence of deliverables, little room is left to propose innovative development processes.;0
OP 3.1.1 Magnetic field structure in the quiet Sun chromosphere See table on page 77.;0
For the test methods, according to the present document, the measurement uncertainty figures shall be calculated in accordance with the guidance provided in ETSI TR 100 028 [1] and shall correspond to an expansion factor (coverage factor) k = 1,96 or k = 2 (which provide confidence levels of respectively 95 % and 95,45 % in the case where the distributions characterizing the actual measurement uncertainties are normal (Gaussian)).;1
The OTA occupied bandwidth is the width of a frequency band such that, below the lower and above the upper frequency limits, the mean powers emitted are each equal to a specified percentage ?/2 of the total mean transmitted power.;0
In a partially ionized plasma (even without structuring or stratification) the wave characteristics are different from those of their counterparts in a plasma that is described by the MHD approximation.;0
ASM-INTF-SUBS-250: If the request is valid and the subscription’s queue is no longer in use by any other subscriptions, the queue shall be deleted.;1
Topographical features should normally be recorded at ×2, ×20, ×50, ×100, ×250, ×500 or ×1000 magnifications as determined by the test engineer.;1
An observational characterisation of the magnetic properties (strengths, inclinations) and evolution of both small-scale loops and unipolar flux patches in the quiet Sun still needs to be performed.;0
The rationale shall be recorded in documents, code comments, or meaning of “key decisions” and the approach for providing the rationale shall be described in the SDP.;1
The FOV is ±45 (in-orbital plane) × ±5º (out of orbital plane).;0
The TML data for water absorbing materials such as polyamides, polyimides and polyurethanes, is often above 1,0 %.;0
Specific schedules are developed jointly by the contracting agent and the contractor for each review and the supporting lower-tier review activities for incorporation into the contractor’s Integrated Master Schedule (IMS).;0
The AR?N shall include the description of the reference conditions used for the analysis.;1
The spacecraft shall provide for crew survival for 24 hours after an emergency landing, while limiting core body temperature excursions above 100.5 °F but no greater than 102.6 °F for less.;1
Rationale: Twenty four hours is the longest time that the ground support would take to recover the crew in an emergency landing scenario, such as an emergency deorbit scenario where landing occurs in a remote location.;0
The original level-2 GOES data generated within the Copernicus – Global Land Service [RD-63] will be re-written following the harmonised format.;0
This area is required to reduce the statistical errors on the mass and radius to < 4% and < 3% respectively.;0
Presented by ATO–W, Telecommunications Services Group (TSG), NAS Enterprise Architecture Conference, June 24, 2009.;0
If the percent variation between the maximum steady-state bus operating voltage and the minimum steady-state bus operating voltage is greater than 10%, the positive spike shall apply at the maximum steady-state bus operating voltage, and the negative spike shall apply at the minimum steady-state bus operating voltage.;1
"The system must allow to generation of a ‘MCCD correction form’ if Consultant wishes to make a significant change to the MCCD; this will be transmitted to the GRO.";1
One of basic 1s of the A-SMGCS guidance function (see ICAO Doc 9830, f) in §2.5.3) is that it should allow monitoring of the operational status of all guidance aids.;0
The SSP Integration Engineering Office has established specific verification data 1s in the NSTS 14046 and NSTS 37329 documents, for payloads launched on an unpressurized across–the–bay carrier, on the Orbiter sidewalls, or in the Orbiter crew compartment.;0
Representational State Transfer (REST) A style of architecture based on a set of principles that describe how networked resources are defined and addressed for providing interoperability between computer systems on the Internet.;0
Interface, with all fields (on Address interface) pre-populated with Primary Contact’s information.;1
An outrush current analysis shall be performed to demonstrate that the expected outrush current out of any fuse-protected piece of utilization equipment, due to the suddent drop of its input voltage from the nominal DC level to zero volts, with a fall time of 10µsec, shall not be capable of operating or stressing the fuse or result in the unintended activation of or damage to any switch, either mechanical or solid-state, or protection circuit.;1
Il traite des besoins système pour la mise en place d'un système ATC intégrant les fonctionnalités de prédiction et de détection de la turbulence de sillage.;undecidable
"The algorithm used for GOES LST takes into account the information in the available channels and considers two different formulations used for night-time and daytime, respectively: (i) two-channel algorithms, which derive LST from one window channel in the thermal infrared – around 11 ?m – and another in the middle infrared – around 3.9 ?m (TTIR1 and TMIR, respectively); this is used for night-time conditions, when TMIR is not contaminated by solar radiation reflected by the surface; (ii) mono-channel method that corrects the TOA brightness temperature of a single channel, TTIR1, for atmospheric attenuation and surface emissivity; this algorithm is used for daytime conditions.";undecidable
Conformance tests shall be carried out in accordance with clause 6.9.5.;1
When capacitors are to be used in circuits operating between 10 KHz and 100 KHz, equivalent series resistance measurements shall be read and recorded during Group A testing on a 100% basis for data collection.;1
The relative humidity during storage shall be maintained between 90 % and 95 %.;1
Mart´?nez Gonz´alez, M. J., Asensio Ramos, A., Manso Sainz, R., et al.;0
The normal test signal shall be a 1 kHz sinewave at a level which produces a 30 % amplitude modulation depth, of the transmitter RF output, unless otherwise defined.;1
This 1s Document (RD) defines the 1s for the National Archives and Records Administration’s (NARA’s) Electronic Records Archives (ERA) solution.;0
"The EUT shall be restored to the ""Initial phase"" state and the STE shall transmit the CC.";1
User 1s are set out in the data flow diagram below.;0
Furthermore, if these areas are accessed by employees only on specific days and hours, MiniTermostat shall minimize electricity usage and ensure that the area has a proper climate setting when it is to be occupied.;1
For flexible PCB the high temperature dip test (oil bath) used is according to IEC 60326--2--am 1 (1992--06), test 19a.;undecidable
Unless otherwise stated, all 1s are measured as mean power (RMS).;0
Furthermore, maintainability and reliability shall not be compromised.;1
This test is not applicable to AC output ports which are connected directly (or via a circuit breaker) to the AC power port of the EUT.;0
Test Tolerances are used to relax the minimum 1s to create test 1s.;0
Number (REFNUMHA), CAGE (CAGECDXH), and UI Price (UIPRICHD).;undecidable
The use of epoxy materials for sealing is not allowed.;1
The final software testing shall demonstrate that the hardware and software con- figuration can meet the defined functional and performance specifications in a worst-case stressing environment.;0
"Window: Throughout the year; required to be updated annually Description: This certificate is required annually and must be current for a bus driver to be eligible to drive a school bus.";undecidable
Indicates whether the UE supports CBG-based (re)transmission for UL using CBG transmission information (CBGTI) as specified in TS 38.214 [12].;0
To achieve this, the Feature Exchange Link Layer Control Procedure is used (see Figure 6.4 and Figure 6.5).;0
Lithium-ion cells are activated at the manufacturing facility during cell production.;0
The device may configure and enable multiple independent advertising sets.;0
This section shall be divided into the following paragraphs.;0
Users can freeze the display of the information and resume the updating either at the point of stoppage or at the current point in time.;1
The preliminary system and subsystem configuration and arrangements shall satisfy human-system performance 1s and comply with applicable criteria of MIL-STD-1472 as well as other human engineering criteria specified by the contract.;0
The title and reference to the present document are intended to be included in the publication in the Official Journal of the European Union of titles and references of Harmonized Standard under the Directive 1999/5/EC [i.3].;0
Another big advantage is that they have a set of furniture providers all available in a single platform that should cover all their needs.;0
The transaction may be started by a command from the terminal, from the network or from an application running in the SSP itself.;1
Common value condition indicates when the value for the attribute is equal for all levels of a hierarchy.;0
Ground and power planes shall be balanced around the mid point to maintain PWB flatness.;1
The ME shall operate in the manner defined in expected sequences 6.1 and 6.2.;1
Thallium salts such as KRS--5 have an excellent spectral range and are very robust and have become a commonly used optical material, especially for ATR.;0
Select 1 Practice Category: is the category for which a Borrower can apply for the Loan.;undecidable
For pi/2 BPSK with Spectrum Shaping, the limit is expressed as a ratio of measured power in one non-allocated RB to the measured power in the allocated RB with highest PSD.;0
The User_Desc_conf command (ClusterID=0x8014) shall be formatted as illustrated in Figure 2.73.;1
Each audio sample is stored to the RTP payload using 32 bits.;1
Also assume that the maximum size of a response is 400 bytes.;0
"In order to verify that the EUT remains in the ""Transmission-disabled"" VMES state, it shall be verified that the EUT remains in the ""Emissions-disabled"" radio state when the EUT is requested to transmit data.";1
The objective here is to envelope extreme operating conditions, and verify engine robustness via margin testing on thrust and MR beyond expected worst-case flight box conditions.;0
A different form is submitted for recreational use, annual crops, and seasonal crops.;0
In SSI Stage 1 these nodes will probably involve use of an ABA ESLT and an SSI Earth User Node that may also act as an Earth routing node.;undecidable
Slab substrates shall be dry and free of curing compounds, sealers, hardeners and other materials that may interfere with adhesive bond.;1
This Standard also applies to other components that have undergone rigorous selection testing in accordance with ECSS--Q--60.;0
Support of this parameter in the NLDE-DATA.request primitive is required if GP feature is to be supported by the implementation.;1
If the worst-case temperature difference is less than 3oC, thermal cycling may be performed in lieu of thermal vacuum testing without baseplate temperature modification.;0
Security 2100-0200 Signaling and control elements of i3 implementations should conform to the standards and practices set forth in Generic Signaling and Control Plane Security 1s for Evolving Networks Standard [American National Standard ATIS-1000007].;1
Equipment with an active antenna shall be assumed to have no antenna port available.;1
This resource shall support the resource URI variables defined in Table 5.4.3.2-1.;1
The manufacturer shall declare the supported capability set(s) according to subclause 4.7 of TS 37.141 [11].;1
Once a month, using the N coupons per IPC 2221, a minimum of three surface mount lands of each size shall be tested in accordance with IPC-TM-650 method 2.4.21, Method C with the following exceptions: the diameter of the wire shall not exceed the width of the pad and the calculation step shall use the area of the rectangular pad.;undecidable
Repeater operating in band 31 or 72. clause 4.2.2.2.2.;0
All wipe materials should be precleaned to achieve the specified level of cleanliness.;1
The purpose of this document is to minimize risk to space programs in the area of electromagnetic compatibility (EMC).;0
The corrective measure is to apply a greater torque on the connector coupling ring to account for the additional mated termini spring force as listed in table 3201-II.;0
The Service Interface Binding shall support IETF RFC 793 (Transmission Control Protocol).;1
These issues shall be assessed in acceptance tests and inspections for each item.;1
Comments submitted on this form do not constitute or imply authorization to waive any portion of the referenced document(s) or to amend contractual 1s.;0
If the device is not on the resolving list, the Controller shall return the error code Unknown Connection Identifier (0x02).;1
Consider the necessity to assign 1s for the ability to determine the origin of the data, other than the ones already defined in Annex I Part C of Commission Regulation (EU) 73/2010.;0
License agreements for the intellectual property (the design itself and third party IP cores) contained in the device shall be established to cover the whole lifetime.;1
The following normative documents contain provisions which, through reference in this text, constitute provisions of this ECSS Standard.;0
Special attention to monitor and document critical items and their characteristics.;0
For each 1 classified as (A), the complete new text is recorded and justified.;0
The Figure 12 below provides a geographical representation of the maximum number of Mode S long replies per second over a one-minute period transmitted by the test aircraft during the 2 days test flight in April 2017.;0
If the consumer is able to manually activate MirrorLink functionality (e.g. when MirrorLink functionality can be switched on using a button) the UI element should bear the MirrorLink logo or the MirrorLink Design-only icon.;1
A demonstration shall be performed with flight representative software and hardware.;1
Indicate the milestones where these verifications have to be performed (e.g. prior PDR.;0
The use cases offer a simple, storytelling-like way to capture the system 1s.;0
Unless filed or manually inserted as described above, a STAR is selected automatically by the system on the basis of the runway expected to be used by the flight, route, category of aircraft, estimated landing time, aircraft operator and STAR availability status.;1
The layout-- of the test specimens shall be as described below.;0
Ample ventilation shall be provided if thermal stripping of PTFE or other fluoropolymer insulations is performed.;1
This Net Benefit provision applies only when the previous water use was derived from a source where the permanently discontinued use had a similar or greater effect on the impacted MFL waterbody as the proposed use.;1
Sniff subrating mode allows a device to use a reduced number of sniff anchor points.;1
Failure data shall be input into the FRACAS process.;1
Cue cards shall be consistent with the related procedure(s).;1
The information in the data fields under the Contact Address section of the Address interface shall change according to the record selected from the Database table (given above).;1
For example, rendezvous and proximity operations may require general cabin darkening for out-the-window viewing but sufficient lighting for crew translation and manual control.;0
This 1 shall be applied for the protection in bands adjacent to band 1.;1
Furthermore, each instrument test will be required to produce an instrument cleanliness control and verification plan for ESA approval.;0
Interfering signals shall be a CW signal and an E-UTRA or UTRA signal as specified in 3GPP TS 37.104 [9], annex A.;1
Unwanted emissions consist of out-of-band emissions and spurious emissions [6].;0
Space debris particles are mainly encountered in earth orbits below 2000 km altitudes and near the geostationary ring.;0
Note that there are also security measures applied to ATS Message Servers and DSAs, as well as link level security.;0
It is the country, (the geopolitical area) where the product is to be sold and available for publication in an Item Catalog.;undecidable
When the responding device receives Mconfirm it transmits Sconfirm to the initiating device.;1
The properties of the InterfaceDetails data type shall comply with the provisions set out in table 6.2.49.2-1.;1
The 1s shall be met with the UL MIMO configurations specified in Table 6.2D.1.3-3.;1
Pyrovalves (figure 1, Basic Pyrovalve Design and Features,) are typically lighter, more reliable, and in most cases less expensive than other types of valves.;0
Public reporting burden for this collection of information is estimated to average 1 hour per response, including the time for reviewing instructions, searching existing data sources, gathering and maintaining the data needed, and completing and reviewing this collection of information.;0
The system asks the traveller if he/she wants to add more members to the group.;1
The spray-gun used for PSG120FD shall be cleaned with S105 thinners before and after spraying.;1
A report of failure evaluation results and recommended corrective action shall be prepared and provided to the responsible NASA center or approved partner/participant.;1
The result of this task is a set of mappings between entities represented in both the KGs considered.;1
The specifications presented here refer to this window component as a Control menu in order to minimize confusion with the Window pull-down menu that may be included in the menu bar of a window.;0
The MirrorLink Server shall do the SET operation only after it is ready for the MirrorLink Client to start the pairing.;1
When performing assessment, ISS design 1s for ionizing radiation protection can be found in Section 5.7.2.2.2 of SSP protection from radiation exposure.;0
All ECPS that have been approved shall be reviewed to ensure that they have been technically incorporated and verified.;1
It is also essential to avoid software duplication, and to simplify the Gemini 8m Telescopes software.;1
An efficient, consistent NDI policy shall be incorporated into the design pro- cess taking into account the inspectability of parts and access for inspection equipment and personnel.;1
The (U)SAT Framework described in this specification is an extension of the CAT Runtime Environment defined in ETSI TS 102 241 [2].;0
Ball Grid Array Inspection Techniques, ESA STM-261, ESA Publications Divisions, Noordwijk, 1999.;0
The focus of development and change until this point in time has been on the planning process, where communication and information exchange among ATM stakeholders have become increasingly more important.;0
If the UE is configured with multiple active component carriers, the first uplink symbol in the PUSCH allocation further includes the effect of timing difference between component carriers as given in [11, TS 38.133].;1
The%20assessment%20shall%20ensure%20with%20a%20coverage%20higher%20than%2080%20%%20that%20the%20SSP%20hardware%20platform%20and%20the%20optional%20software%20components%20have%20not%20changed%20since%20the%20reference%20SSP%20used%20for%20the%20certification.;undecidable
These have been derived from, and are consistent with the radiated 1s for BS type 1-H, BS type 1-O and BS type 2-O in BS specification defined in TS 38.104 [2].;0
Firstly, in the merging work, the effects of algorithm bias is to be examined more closely by analysing more than one instrument data set with the same algorithm.;0
Each attribute ID range is encoded as a 32-bit unsigned integer data element, where the high order 16 bits are interpreted as the beginning attribute ID of the range and the low order 16 bits are interpreted as the ending attribute ID listed in ascending order without duplication of any attribute ID values.;1
U = Uniform growth over the specified percentage of surface area(s), where at least one area exceeds 20 percent of the surface.;0
If the Aerial UE subscription information IE is included in the HANDOVER REQUEST message, the target eNB shall, if supported, store this information in the UE context and use it as defined in TS 36.300 [15].;1
Load factors and loading environments are given in terms of axes or directions in some referenced coordinate system.;0
System application considerations shall include areas such as thermal, mechanical, radiation, derating, End-Of-Life limitations, mounting recommendations, and other design considerations necessary to ensure the high reliability of the parts as used in each space and launch vehicle application.;1
The VNF Package information object has been created.;1
Furthermore, gives an indication of what type of alert is provided (i.e. aural or visual) and to which actor (i.e. flight/crew/vehicle driver or/and ATCO).;0
Unless the properties are available from reliable sources such as those given in the references, the properties of the composite materials selected shall be characterized for all failure modes in sufficient detail to permit reliable and high confidence predictions of the structural performance in their expected consistent with the operating and non-operating environments.;0
If the MeNB, after having initiated the handover procedure, receives the SGNB MODIFICATION REQUIRED message, the MeNB shall refuse the SgNB modification procedure with an appropriate cause value in the Cause IE.;1
So, for protoqualification (3 dB margin for two minutes, one of which is for flight), a limit of only one acceptance test is demonstrated.;0
Observations by Sainz Dalda ;0
A regulator will only see their own cases, and not the cases of other regulators.;1
The supplier should ensure that the methods used are appropriate, that the software designs used are accurate and that the analyses are updated along with any modifications to the software design.;1
The MME does not interpret the transferred RAN configuration information.;1
